student_id,first_name,age,gender,year_of_study,admission_year,home_region,commuter,has_scholarship,major,favorite_genre,sleep_hours,study_hours,exercise_min,social_media_min,coffee_cups,stress_level,monthly_spending,survey_date,gpa_term1,gpa_term2,gpa_term3,gpa_term4,gpa,passed_course
S01201,Mohammed,19,M,1,2025,New Cairo,No,No,Mathematics,jazz,6.0,29.0,45,155,3,4,7758,2025-09-16,,,,3.15,3.33,Yes
S01202,Hussein,21,M,2,2024,New Cairo,No,No,Biology,rock,8.7,18.8,103,394,2,5,3236,2025-10-20,,,2.23,2.25,2.42,Yes
S01203,Sarah,19,F,2,2024,6th of October/Sheikh Zayed,Yes,No,Computer Science,classical,,33.4,68,233,2,4,3831,2025-09-05,,,4.0,3.82,4.0,Yes
S01204,Zeinab,19,F,1,2025,New Cairo,No,Yes,Computer Science,hiphop,4.2,18.9,136,128,4,7,4499,2026-04-22,,,,3.12,2.92,Yes
S01205,Yahya,19,M,2,2024,6th of October/Sheikh Zayed,No,Yes,Psychology,pop,6.5,17.1,38,475,2,5,4542,2025-11-10,,,2.52,2.64,2.65,Yes
S01206,Ganna,22,F,4,2022,New Cairo,No,No,Business,rock,7.9,14.7,160,123,2,4,3604,2026-03-19,2.83,2.93,2.79,2.92,2.74,Yes
S01207,Ahmed,21,M,4,2022,6th of October/Sheikh Zayed,Yes,No,Mathematics,pop,7.4,34.7,45,45,3,9,3380,2025-12-10,4.0,3.97,3.91,4.0,4.0,Yes
S01208,Ganna,21,F,2,2024,Heliopolis,Yes,No,Biology,pop,4.3,22.9,209,158,2,5,5753,2025-09-15,,,2.75,2.93,2.82,Yes
S01209,Mohammed,20,M,2,2024,New Cairo,No,Yes,Mathematics,rock,7.6,31.6,140,136,5,7,5001,2026-04-17,,,3.38,3.38,3.14,Yes
S01210,Khaled,22,M,3,2023,6th of October/Sheikh Zayed,No,No,Computer Science,edm,8.3,33.0,117,314,3,5,2500,2025-10-21,,3.89,4.0,3.86,4.0,Yes
S01211,Mohamed,19,M,1,2025,New Cairo,No,Yes,Business,jazz,7.5,27.4,101,116,0,4,5654,2026-02-06,,,,3.5,3.75,Yes
S01212,Tasneem,21,F,3,2023,Other Greater Cairo,Yes,No,Business,pop,5.6,24.6,62,206,4,8,7345,2026-05-11,,3.55,3.43,3.07,3.06,Yes
S01213,Farida,21,F,2,2024,Other Greater Cairo,Yes,No,Psychology,hiphop,5.5,17.7,36,281,2,6,15909,2025-09-02,,,2.37,2.44,2.12,Yes
S01214,Omar,20,M,1,2025,6th of October/Sheikh Zayed,Yes,No,Computer Science,edm,5.0,29.3,135,201,2,9,3522,2026-05-12,,,,3.86,3.99,Yes
S01215,Mohamed,21,M,3,2023,6th of October/Sheikh Zayed,Yes,No,Computer Science,hiphop,3.0,21.9,56,73,2,7,8357,2026-03-06,,3.03,3.22,3.0,2.95,Yes
S01216,Yassin,19,M,2,2024,Maadi/Zamalek,Yes,No,Computer Science,edm,8.2,37.6,50,97,2,6,4375,2025-11-14,,,4.0,3.8,4.0,Yes
S01217,Abdallah,20,M,1,2025,Maadi/Zamalek,Yes,No,Business,hiphop,7.7,19.5,210,123,2,5,3820,2026-04-05,,,,2.36,2.35,Yes
S01218,Maryam,23,F,4,2022,Heliopolis,Yes,No,Computer Science,jazz,5.9,11.2,227,226,3,7,7218,2025-11-19,0.78,0.59,0.72,1.3,1.01,No
S01219,Mustafa,22,M,4,2022,New Cairo,No,No,Biology,rock,5.7,27.6,90,64,0,4,5847,2026-01-29,2.95,3.18,2.96,3.14,3.19,Yes
S01220,Ahmed,22,M,4,2022,Heliopolis,Yes,No,Psychology,pop,7.5,22.4,187,132,0,6,9385,2026-02-27,3.03,3.09,3.06,3.0,3.11,Yes
S01221,Ali,19,M,2,2024,New Cairo,No,Yes,Biology,edm,6.0,18.5,135,240,2,3,5649,2026-03-03,,,2.96,2.98,2.76,Yes
S01222,Jana,20,F,2,2024,Other Greater Cairo,No,No,Mathematics,edm,4.3,19.6,99,309,4,7,2500,2026-01-30,,,2.39,2.64,2.35,Yes
S01223,Aya,20,F,3,2023,New Cairo,No,No,Engineering,edm,4.8,20.9,26,46,4,7,3722,2026-04-24,,3.15,2.89,2.58,2.7,Yes
S01224,Mohamed,22,M,3,2023,6th of October/Sheikh Zayed,No,No,Computer Science,pop,6.5,31.3,97,122,4,7,4491,2026-05-03,,4.0,4.0,3.86,4.0,Yes
S01225,Zeinab,18,F,1,2025,New Cairo,No,No,Computer Science,edm,6.3,26.5,247,181,2,8,3402,2026-01-03,,,,3.68,3.67,Yes
S01226,Ibrahim,19,M,1,2025,Maadi/Zamalek,Yes,No,Business,jazz,8.0,20.4,87,169,1,8,5739,2025-12-06,,,,3.47,3.19,Yes
S01227,Mohamed,21,M,2,2024,Maadi/Zamalek,Yes,No,Computer Science,classical,7.5,21.0,46,370,1,5,6927,2026-02-16,,,2.88,3.33,3.26,Yes
S01228,Malak,21,F,4,2022,Heliopolis,No,No,Computer Science,hiphop,4.9,20.1,63,227,6,6,12995,2025-11-22,2.49,2.66,2.19,2.67,2.67,Yes
S01229,Rawan,20,F,2,2024,New Cairo,No,No,Engineering,edm,6.0,23.8,56,203,2,8,4224,2026-05-01,,,3.71,3.74,3.5,Yes
S01230,Jana,20,F,2,2024,New Cairo,No,No,Biology,hiphop,4.7,23.0,5,113,2,5,4005,2025-10-30,,,1.26,1.52,1.54,No
S01231,Yasmeen,20,F,1,2025,Other Greater Cairo,Yes,No,Psychology,rock,8.4,20.5,70,230,0,7,12154,2026-04-13,,,,2.73,3.06,Yes
S01232,Maryam,23,F,4,2022,New Cairo,No,No,Computer Science,hiphop,5.3,14.4,190,115,1,7,5410,2025-12-17,3.69,3.41,2.68,2.85,2.62,Yes
S01233,Maryam,19,F,2,2024,6th of October/Sheikh Zayed,Yes,No,Mathematics,hiphop,9.3,19.6,4,140,2,3,8459,2026-04-03,,,3.3,3.15,3.11,Yes
S01234,Mariam,21,F,4,2022,Other Greater Cairo,Yes,No,Business,pop,4.0,22.1,51,413,1,7,6800,2025-10-04,1.79,2.39,1.65,1.58,1.34,No
S01235,Lara,21,F,4,2022,Heliopolis,Yes,No,Computer Science,rock,9.8,31.9,312,42,3,5,12877,2026-02-17,3.9,4.0,4.0,3.98,3.92,Yes
S01236,Yassin,20,M,1,2025,New Cairo,No,Yes,Biology,rock,6.3,17.7,132,112,2,6,2500,2026-02-10,,,,3.08,3.0,Yes
S01237,Khana,19,F,2,2024,6th of October/Sheikh Zayed,Yes,No,Business,rock,6.9,28.6,78,8,2,6,3123,2025-10-26,,,4.0,4.0,4.0,Yes
S01238,Areege,20,F,1,2025,New Cairo,No,Yes,Biology,pop,4.5,18.8,52,120,3,4,4766,2025-09-11,,,,2.86,2.67,Yes
S01239,Zeinab,20,F,1,2025,Maadi/Zamalek,No,Yes,Computer Science,pop,4.7,14.4,80,277,4,4,5857,2026-02-26,,,,2.71,2.58,Yes
S01240,Hussein,18,M,1,2025,New Cairo,Yes,Yes,Business,rock,5.0,19.2,80,77,3,6,6483,2026-02-21,,,,2.76,2.7,Yes
S01241,Mohamed,20,M,3,2023,New Cairo,No,No,Biology,pop,5.8,22.4,373,108,0,6,2500,2026-02-08,,2.67,3.08,2.75,2.89,Yes
S01242,Ahmed,20,M,3,2023,Other Greater Cairo,No,No,Psychology,pop,5.6,13.9,97,134,3,7,6221,2026-04-26,,1.72,2.1,2.51,2.2,Yes
S01243,Adam,18,M,1,2025,Other Greater Cairo,Yes,No,Computer Science,jazz,8.4,35.7,48,218,3,6,2500,2026-05-11,,,,4.0,4.0,Yes
S01244,Mohamed,22,M,4,2022,Heliopolis,Yes,No,Psychology,pop,7.7,23.1,47,39,0,6,7946,2025-09-11,3.01,3.08,3.35,3.17,3.29,Yes
S01245,Sarah,19,F,2,2024,Maadi/Zamalek,No,No,Computer Science,classical,5.6,12.6,126,84,2,5,7484,2025-10-10,,,2.83,3.18,2.67,Yes
S01246,Malak,22,F,4,2022,Maadi/Zamalek,No,No,Engineering,hiphop,7.2,29.0,284,162,7,6,2500,2025-09-19,3.01,3.08,3.3,3.42,3.37,Yes
S01247,Jana,23,F,4,2022,New Cairo,Yes,Yes,Biology,rock,5.8,26.2,24,17,2,6,5318,2026-01-15,2.47,2.13,2.54,2.24,2.56,Yes
S01248,Areege,21,F,4,2022,New Cairo,Yes,No,Biology,edm,,24.0,107,98,2,4,5810,2026-02-25,2.63,3.05,3.09,3.71,3.35,Yes
S01249,Yassin,19,M,1,2025,New Cairo,Yes,No,Business,pop,7.0,20.2,132,117,4,6,6155,2026-04-10,,,,1.65,1.85,No
S01250,Mark,21,M,2,2024,Other Greater Cairo,Yes,No,Business,pop,5.3,18.9,149,38,3,4,3976,2026-03-16,,,2.69,3.13,2.97,Yes
S01251,Sohila,20,F,2,2024,Heliopolis,Yes,No,Computer Science,hiphop,7.6,35.2,49,110,0,9,8637,2025-12-21,,,4.0,4.0,4.0,Yes
S01252,Hamza,22,M,3,2023,Other Greater Cairo,Yes,Yes,Engineering,rock,9.0,23.2,162,115,2,7,3348,2026-04-30,,3.04,3.26,3.2,3.36,Yes
S01253,Mohamed,18,M,1,2025,New Cairo,No,No,Computer Science,rock,8.6,18.8,112,143,4,6,2500,2026-04-27,,,,3.11,3.09,Yes
S01254,Yussuf,22,M,3,2023,Other Greater Cairo,Yes,No,Computer Science,jazz,6.6,30.0,170,63,2,5,2500,2026-01-26,,3.84,3.99,3.99,4.0,Yes
S01255,Karma,18,F,1,2025,Heliopolis,Yes,No,Engineering,pop,7.7,25.0,131,268,2,4,4532,2025-09-09,,,,3.3,3.58,Yes
S01256,Farida,21,F,2,2024,Other Greater Cairo,No,No,Business,jazz,6.4,25.4,62,257,0,6,2500,2025-10-31,,,3.33,3.22,3.23,Yes
S01257,Mohamed,22,M,3,2023,6th of October/Sheikh Zayed,No,Yes,Psychology,pop,8.0,28.5,137,266,2,7,5982,2026-01-03,,2.98,3.39,3.47,3.37,Yes
S01258,Ahmed,21,M,2,2024,Heliopolis,No,Yes,Psychology,pop,5.3,29.3,82,160,1,6,4492,2026-01-06,,,3.47,3.69,3.79,Yes
S01259,Mariam,18,F,1,2025,Maadi/Zamalek,Yes,No,Engineering,hiphop,6.1,30.1,80,216,4,7,2500,2025-10-15,,,,3.85,3.56,Yes
S01260,Maryam,23,F,4,2022,New Cairo,No,No,Mathematics,rock,4.5,26.4,513,104,1,5,7477,2025-10-15,3.7,3.94,4.0,3.89,3.86,Yes
S01261,Mohamed,21,M,2,2024,New Cairo,No,No,Engineering,hiphop,8.9,33.3,209,335,3,6,3036,2025-09-19,,,2.9,2.77,2.67,Yes
S01262,Sohila,20,F,3,2023,Other Greater Cairo,Yes,Yes,Engineering,rock,5.9,29.3,117,32,3,7,4954,2026-05-04,,2.29,2.35,2.25,2.32,Yes
S01263,Aya,22,F,4,2022,Heliopolis,Yes,No,Psychology,rock,4.6,11.8,203,349,1,7,5055,2026-01-26,1.61,1.85,1.78,1.9,1.99,No
S01264,Khaled,19,M,1,2025,New Cairo,No,Yes,Psychology,jazz,9.1,24.9,102,70,0,3,4600,2025-11-18,,,,2.93,3.42,Yes
S01265,Yousef,18,M,1,2025,New Cairo,No,No,Biology,edm,5.4,32.4,119,357,0,5,5293,2026-03-18,,,,3.65,3.42,Yes
S01266,Nour,22,F,4,2022,Heliopolis,Yes,No,Engineering,rock,6.4,23.6,43,367,4,8,2714,2025-12-06,3.09,3.1,3.09,2.98,3.13,Yes
S01267,Aliaa,19,F,1,2025,Other Greater Cairo,No,No,Computer Science,hiphop,7.1,34.6,60,136,4,5,7879,2025-09-08,,,,3.72,4.0,Yes
S01268,Ali,21,M,3,2023,6th of October/Sheikh Zayed,Yes,No,Computer Science,edm,6.8,29.7,323,122,5,6,14607,2026-02-22,,3.82,3.51,3.69,3.69,Yes
S01269,Ahmed,18,M,1,2025,Maadi/Zamalek,Yes,No,Biology,hiphop,6.2,25.6,25,87,0,6,4511,2026-03-30,,,,3.28,3.47,Yes
S01270,Abdallah,21,M,2,2024,6th of October/Sheikh Zayed,Yes,No,Business,classical,6.4,18.2,30,95,3,7,4712,2025-12-03,,,3.03,3.25,3.08,Yes
S01271,Mariam,20,F,2,2024,Maadi/Zamalek,No,No,Psychology,edm,8.9,17.3,98,169,2,7,4709,2025-12-26,,,2.06,2.41,2.22,Yes
S01272,Youssef,19,M,2,2024,Other Greater Cairo,Yes,No,Business,pop,6.1,14.6,125,140,1,5,5718,2026-02-10,,,2.76,2.85,2.74,Yes
S01273,Mohamed,19,M,2,2024,New Cairo,No,Yes,Business,pop,6.6,14.4,164,72,2,6,8291,2025-10-25,,,2.7,2.59,2.6,Yes
S01274,Yassin,19,M,1,2025,New Cairo,Yes,No,Mathematics,jazz,8.5,28.7,180,122,5,4,4876,2026-02-21,,,,3.78,3.97,Yes
S01275,Ahmed,20,M,1,2025,6th of October/Sheikh Zayed,No,No,Computer Science,pop,7.3,39.1,415,161,4,5,4402,2026-03-31,,,,3.87,4.0,Yes
S01276,Hassan,21,M,4,2022,New Cairo,No,Yes,Business,pop,5.8,30.7,68,209,2,5,3868,2025-10-15,4.0,3.88,3.8,3.75,3.84,Yes
S01277,Hana,19,F,2,2024,New Cairo,Yes,No,Psychology,rock,6.5,21.1,84,136,5,4,11207,2026-02-08,,,2.22,2.26,2.27,Yes
S01278,Zayneb,21,F,2,2024,6th of October/Sheikh Zayed,No,No,Business,rock,6.3,24.2,171,120,4,6,2967,2026-03-28,,,3.01,3.11,2.97,Yes
S01279,Zeina,20,F,2,2024,6th of October/Sheikh Zayed,Yes,No,Computer Science,jazz,6.3,31.3,244,43,4,6,7833,2026-04-17,,,4.0,4.0,4.0,Yes
S01280,Salma,21,F,3,2023,Heliopolis,No,No,Biology,rock,7.3,23.1,53,188,0,6,6142,2026-01-16,,2.93,3.27,2.55,2.9,Yes
S01281,Ali,23,M,4,2022,Other Greater Cairo,Yes,No,Business,hiphop,5.2,20.3,26,76,1,5,4058,2025-09-01,2.35,2.55,2.88,3.01,2.88,Yes
S01282,Mahmoud,20,M,1,2025,Other Greater Cairo,Yes,No,Computer Science,classical,7.3,25.6,178,180,1,7,9719,2026-01-19,,,,3.77,3.97,Yes
S01283,Marwan,20,M,1,2025,Maadi/Zamalek,Yes,No,Computer Science,pop,6.2,24.5,129,130,3,3,5683,2025-09-10,,,,3.14,3.3,Yes
S01284,Ziad,23,M,4,2022,6th of October/Sheikh Zayed,Yes,No,Business,edm,7.5,22.5,167,196,1,7,2650,2026-05-02,3.49,3.9,3.79,3.58,3.35,Yes
S01285,Maryam,22,F,3,2023,New Cairo,No,No,Mathematics,hiphop,7.0,31.1,61,349,3,6,4762,2025-11-24,,3.76,3.67,3.74,3.65,Yes
S01286,Alia,23,F,4,2022,Other Greater Cairo,No,No,Business,hiphop,7.6,21.0,115,36,2,5,3459,2025-09-28,2.73,3.0,3.32,2.82,3.25,Yes
S01287,Ahmed,19,M,1,2025,6th of October/Sheikh Zayed,No,Yes,Biology,jazz,7.9,23.1,197,32,1,7,4273,2025-11-10,,,,3.56,3.55,Yes
S01288,Mostafa,20,M,1,2025,Other Greater Cairo,Yes,No,Business,pop,4.8,27.2,29,112,5,8,5468,2026-04-15,,,,2.3,1.98,No
S01289,Alyaa,18,F,1,2025,New Cairo,Yes,No,Mathematics,hiphop,9.1,30.6,461,40,6,4,9516,2025-09-20,,,,3.61,3.87,Yes
S01290,Farida,22,F,4,2022,6th of October/Sheikh Zayed,Yes,Yes,Computer Science,pop,8.6,30.4,67,177,2,7,2500,2025-12-26,4.0,3.82,3.97,4.0,4.0,Yes
S01291,Malak,23,F,4,2022,6th of October/Sheikh Zayed,Yes,No,Engineering,edm,8.6,23.8,95,543,7,5,2500,2026-01-17,2.8,2.51,2.55,2.88,2.68,Yes
S01292,Bassel,21,M,2,2024,Heliopolis,Yes,No,Biology,hiphop,5.8,18.1,127,166,4,7,6005,2026-03-29,,,2.54,2.44,2.42,Yes
S01293,Jana,22,F,4,2022,6th of October/Sheikh Zayed,Yes,No,Computer Science,classical,4.6,25.5,133,312,2,5,2500,2025-10-31,3.3,3.62,3.49,3.26,3.39,Yes
S01294,Zeyad,19,M,1,2025,Other Greater Cairo,No,No,Biology,pop,7.7,22.2,223,180,2,6,4623,2025-12-23,,,,2.75,2.63,Yes
S01295,Mohamed,19,M,1,2025,Maadi/Zamalek,Yes,No,Psychology,hiphop,7.1,10.8,223,35,2,3,8606,2025-10-22,,,,2.5,2.75,Yes
S01296,Reem,20,F,2,2024,6th of October/Sheikh Zayed,No,No,Computer Science,pop,5.4,26.3,35,67,1,9,3611,2026-04-29,,,3.94,3.31,3.67,Yes
S01297,Tarek,20,M,3,2023,New Cairo,No,No,Engineering,hiphop,7.4,39.0,45,376,5,5,4728,2025-09-22,,4.0,3.76,4.0,4.0,Yes
S01298,Karim,19,M,1,2025,Other Greater Cairo,Yes,No,Computer Science,hiphop,5.9,18.6,188,152,1,6,2500,2026-04-17,,,,2.96,3.04,Yes
S01299,Habiba,20,F,1,2025,6th of October/Sheikh Zayed,Yes,No,Computer Science,hiphop,8.1,21.9,36,57,5,5,3343,2025-09-08,,,,3.35,3.56,Yes
S01300,Yahia,22,M,3,2023,6th of October/Sheikh Zayed,Yes,No,Psychology,hiphop,7.4,22.7,199,154,1,6,2500,2026-02-27,,3.12,3.08,3.08,2.96,Yes
S01301,Lisa,19,F,1,2025,Heliopolis,No,No,Biology,pop,5.7,36.0,121,85,1,6,4495,2025-10-02,,,,3.79,3.93,Yes
S01302,Marina,23,F,4,2022,Maadi/Zamalek,Yes,Yes,Engineering,pop,10.8,34.1,290,114,3,3,4085,2025-09-28,4.0,4.0,3.92,3.98,4.0,Yes
S01303,Khana,23,F,4,2022,New Cairo,No,No,Psychology,pop,5.4,24.0,361,156,2,3,3435,2025-09-05,2.77,2.82,2.68,2.64,2.66,Yes
S01304,Ghada,20,F,1,2025,Maadi/Zamalek,No,No,Computer Science,hiphop,8.2,24.9,90,238,4,4,7707,2025-10-06,,,,3.04,3.25,Yes
S01305,Mostafa,21,M,3,2023,Maadi/Zamalek,Yes,No,Business,hiphop,6.2,18.3,33,285,0,4,2500,2026-02-20,,2.71,2.49,2.72,2.87,Yes
S01306,Mariam,22,F,3,2023,Other Greater Cairo,Yes,No,Psychology,hiphop,8.2,17.3,285,355,0,6,6036,2025-10-23,,2.28,1.92,2.82,2.27,Yes
S01307,Adam,21,M,3,2023,Maadi/Zamalek,No,No,Business,hiphop,7.6,29.7,59,95,1,4,8437,2026-04-10,,3.72,3.63,4.0,3.88,Yes
S01308,Saif,20,M,1,2025,Heliopolis,Yes,No,Business,pop,7.9,27.1,262,73,1,4,4871,2026-02-12,,,,2.59,2.9,Yes
S01309,Salma,22,F,4,2022,Heliopolis,Yes,No,Computer Science,jazz,5.4,28.7,216,211,0,5,5850,2025-10-06,3.97,3.44,3.58,3.33,3.53,Yes
S01310,Khaled,20,M,3,2023,New Cairo,No,No,Psychology,rock,10.0,16.6,119,421,1,5,5121,2026-02-12,,2.46,2.43,2.57,2.25,Yes
S01311,Sarah,21,F,4,2022,Heliopolis,Yes,No,Business,hiphop,6.0,23.1,30,282,1,8,7824,2026-04-24,3.76,3.28,3.3,3.09,3.14,Yes
S01312,Jana,23,F,4,2022,Maadi/Zamalek,Yes,No,Computer Science,classical,8.5,17.6,60,310,1,6,6311,2025-11-08,3.06,2.94,3.41,3.23,3.1,Yes
S01313,Hussein,21,M,2,2024,6th of October/Sheikh Zayed,Yes,No,Biology,edm,7.7,18.2,75,5,1,6,7157,2026-04-02,,,2.93,2.75,3.02,Yes
S01314,Farida,22,F,4,2022,Heliopolis,Yes,Yes,Biology,hiphop,7.0,23.7,91,36,2,5,3528,2026-01-16,3.25,2.94,3.39,3.75,3.4,Yes
S01315,Amr,18,M,1,2025,New Cairo,No,No,Business,rock,7.6,10.9,253,78,2,7,8078,2026-01-02,,,,2.95,2.88,Yes
S01316,Farida,23,F,4,2022,Maadi/Zamalek,No,No,Mathematics,edm,7.6,28.3,91,97,2,4,2708,2025-09-21,4.0,4.0,3.96,3.71,3.67,Yes
S01317,Zeinab,22,F,4,2022,Heliopolis,No,No,Mathematics,rock,6.1,31.8,112,128,7,5,8944,2025-10-20,3.93,3.63,3.77,3.75,3.78,Yes
S01318,Danial,21,M,2,2024,Heliopolis,No,No,Computer Science,edm,4.5,21.0,242,149,1,6,2500,2026-03-07,,,2.77,3.2,3.09,Yes
S01319,Aya,20,F,2,2024,Maadi/Zamalek,Yes,No,Mathematics,hiphop,8.5,18.2,27,60,4,8,7350,2025-12-12,,,3.07,3.08,2.97,Yes
S01320,Jana,21,F,3,2023,New Cairo,No,No,Computer Science,pop,6.5,33.3,125,168,3,6,2500,2026-01-15,,3.18,3.72,3.75,3.95,Yes
S01321,Zeina,18,F,1,2025,Heliopolis,No,No,Engineering,pop,7.2,41.3,403,17,4,5,4387,2026-03-15,,,,3.98,4.0,Yes
S01322,Yahya,18,M,1,2025,New Cairo,No,No,Biology,pop,3.4,18.0,143,146,1,6,2717,2025-09-30,,,,1.98,2.28,Yes
S01323,Khaled,21,M,3,2023,New Cairo,Yes,No,Computer Science,hiphop,7.6,23.3,136,50,2,7,5866,2026-01-10,,3.73,3.03,3.38,3.38,Yes
S01324,Maryam,21,F,3,2023,Heliopolis,No,No,Psychology,pop,8.6,18.5,51,208,1,5,12162,2025-10-27,,2.42,2.58,2.58,2.43,Yes
S01325,Hussein,21,M,2,2024,6th of October/Sheikh Zayed,Yes,No,Engineering,classical,6.3,40.4,120,41,1,9,6869,2026-04-26,,,3.95,4.0,4.0,Yes
S01326,Abdulla,20,M,1,2025,Maadi/Zamalek,Yes,No,Engineering,pop,6.8,33.2,79,88,1,4,4396,2025-09-19,,,,3.76,4.0,Yes
S01327,Salma,21,F,2,2024,6th of October/Sheikh Zayed,Yes,No,Computer Science,hiphop,6.0,14.6,226,186,3,6,2500,2026-04-22,,,3.51,3.03,3.15,Yes
S01328,Tasnim,21,F,2,2024,New Cairo,No,No,Biology,pop,7.7,24.6,230,210,0,4,2500,2025-09-03,,,2.9,2.95,2.96,Yes
S01329,Ali,18,M,1,2025,Heliopolis,Yes,No,Psychology,classical,5.4,21.8,44,212,0,5,4399,2025-10-12,,,,0.96,1.06,No
S01330,Mohamed,18,M,1,2025,New Cairo,No,No,Mathematics,rock,7.3,22.5,47,417,2,5,5143,2025-09-20,,,,2.35,2.23,Yes
S01331,Ziad,20,M,2,2024,Maadi/Zamalek,Yes,No,Computer Science,hiphop,4.9,30.2,237,143,3,7,4860,2026-02-13,,,4.0,3.75,3.99,Yes
S01332,Omar,18,M,1,2025,Other Greater Cairo,Yes,No,Business,edm,7.2,27.2,55,437,1,8,2593,2026-04-22,,,,3.27,3.09,Yes
S01333,Youssef,19,M,1,2025,New Cairo,No,No,Computer Science,edm,7.3,27.8,120,274,4,5,3167,2026-02-02,,,,3.45,3.48,Yes
S01334,Ziad,20,M,1,2025,Heliopolis,Yes,Yes,Biology,rock,5.8,21.5,45,48,2,7,4267,2025-11-07,,,,2.66,2.76,Yes
S01335,Mohamed,21,M,3,2023,New Cairo,No,No,Biology,hiphop,7.8,21.4,124,36,3,7,7037,2025-12-23,,3.18,2.93,3.12,2.89,Yes
S01336,Saif,22,M,4,2022,Other Greater Cairo,Yes,No,psychology,pop,8.9,21.3,204,335,5,4,5417,2026-02-06,2.46,2.53,2.51,2.8,2.72,Yes
S01337,Karim,20,M,1,2025,Heliopolis,Yes,No,psychology,pop,5.1,18.8,50,288,3,7,8301,2025-09-26,,,,2.01,2.32,Yes
S01338,Mariam,21,F,2,2024,Maadi/Zamalek,Yes,Yes,Business,rock,6.9,24.8,361,130,1,5,5872,2026-04-07,,,3.38,3.11,3.22,Yes
S01339,Ali,21,M,3,2023,6th of October/Sheikh Zayed,Yes,No,Biology,rock,8.5,19.2,168,351,1,5,9708,2026-02-07,,2.16,2.81,2.68,2.62,Yes
S01340,Khaled,19,M,2,2024,Other Greater Cairo,No,No,Computer Science,edm,7.4,29.5,164,310,1,6,5034,2026-01-15,,,3.41,4.0,3.69,Yes
S01341,Nour,21,F,4,2022,Maadi/Zamalek,No,No,Psychology,hiphop,8.5,16.6,306,188,1,6,4584,2026-04-15,2.65,2.23,2.37,1.92,2.14,Yes
S01342,Mariam,21,F,3,2023,Heliopolis,Yes,No,Computer Science,rock,6.9,25.6,68,368,4,8,6723,2025-12-29,,3.4,3.36,3.67,3.38,Yes
S01343,Zeina,22,F,4,2022,New Cairo,No,No,Business,pop,6.0,30.3,172,68,3,6,12416,2026-04-05,3.8,3.7,3.58,3.98,3.8,Yes
S01344,Mariam,18,F,1,2025,Heliopolis,Yes,Yes,Computer Science,pop,9.3,19.5,57,186,2,3,3036,2025-10-09,,,,3.0,3.14,Yes
S01345,Ali,20,M,3,2023,New Cairo,No,No,Business,jazz,8.6,19.7,116,240,1,4,7098,2026-01-05,,3.2,3.09,3.21,3.19,Yes
S01346,Sara,21,F,3,2023,Other Greater Cairo,Yes,No,Psychology,pop,6.8,29.7,141,323,1,10,11909,2025-12-15,,3.72,3.21,3.56,3.36,Yes
S01347,Farida,22,F,3,2023,Other Greater Cairo,Yes,No,Mathematics,pop,8.3,21.7,105,191,5,6,10397,2026-03-21,,2.89,2.82,2.84,2.77,Yes
S01348,Ahmed,20,M,1,2025,New Cairo,No,No,Computer Science,jazz,6.5,18.9,42,160,6,5,4441,2026-01-08,,,,3.08,2.95,Yes
S01349,Omar,18,M,1,2025,New Cairo,No,Yes,Computer Science,pop,6.6,19.1,314,61,3,7,10631,2026-03-26,,,,3.31,3.31,Yes
S01350,Maryam,21,F,3,2023,Maadi/Zamalek,Yes,No,Engineering,rock,9.4,39.3,86,57,5,5,6798,2025-10-05,,4.0,3.98,3.69,4.0,Yes
S01351,Zeina,21,F,2,2024,6th of October/Sheikh Zayed,Yes,No,Engineering,hiphop,6.4,32.4,97,11,0,6,3658,2025-11-07,,,3.76,4.0,4.0,Yes
S01352,Ahmed,19,M,2,2024,New Cairo,No,No,Psychology,hiphop,7.4,18.9,158,125,0,5,2500,2026-01-28,,,2.8,3.02,2.8,Yes
S01353,Hassan,21,M,3,2023,Maadi/Zamalek,Yes,Yes,Psychology,pop,7.4,28.7,168,129,1,8,4099,2026-05-10,,3.52,3.55,3.65,3.64,Yes
S01354,Jana,20,F,1,2025,6th of October/Sheikh Zayed,Yes,No,Engineering,jazz,9.4,24.4,33,90,2,4,2790,2025-09-22,,,,2.45,2.55,Yes
S01355,Mostafa,21,M,2,2024,Other Greater Cairo,No,No,Computer Science,hiphop,6.0,35.9,35,132,3,6,3029,2026-01-21,,,3.77,3.96,4.0,Yes
S01356,Mahmoud,22,M,3,2023,Other Greater Cairo,Yes,No,Biology,rock,5.1,16.3,198,96,1,6,3747,2025-09-14,,2.3,2.35,2.52,2.55,Yes
S01357,Alia,21,F,2,2024,Heliopolis,Yes,No,Business,hiphop,8.3,25.6,80,82,2,3,2500,2025-09-17,,,3.54,3.44,3.43,Yes
S01358,Sarah,23,F,4,2022,6th of October/Sheikh Zayed,Yes,Yes,Computer Science,pop,5.6,24.9,83,404,1,8,4483,2026-05-13,3.7,3.12,3.25,3.67,3.52,Yes
S01359,Aya,22,F,3,2023,6th of October/Sheikh Zayed,No,No,Business,pop,6.0,16.4,106,286,1,8,3594,2026-01-07,,2.59,2.82,3.36,2.92,Yes
S01360,Sarah,20,F,1,2025,Other Greater Cairo,Yes,No,Engineering,jazz,7.1,25.2,110,100,4,5,6844,2025-10-21,,,,3.84,3.7,Yes
S01361,Zeina,23,F,4,2022,New Cairo,No,Yes,Psychology,classical,9.4,19.4,246,110,1,5,2500,2025-12-30,2.5,2.8,2.8,2.89,2.98,Yes
